Country,Commodity,Price_STD
ACEH,Chili (bird's eye),0.8531271789584347
ACEH,"Chili (bird's eye, green)",0.8541918910745006
ACEH,"Chili (bird's eye, red)",0.9725224933131366
ACEH,Chili (red),1.2204863309033134
ACEH,"Chili (red, curly)",1.3097469236856283
ACEH,"Chili (red, large)",1.4727615783509111
ACEH,Eggs,0.20491439915054413
ACEH,Eggs (broiler),0.20939087328516992
ACEH,Garlic,0.5854188523918278
ACEH,Garlic (medium),0.577814367399384
ACEH,Meat (beef),0.5588439124113785
ACEH,"Meat (beef, first quality)",0.5904063248963226
ACEH,"Meat (beef, second quality)",0.6080591000251747
ACEH,Meat (chicken),0.26715944499806515
ACEH,"Meat (chicken, broiler)",0.26709211550212025
ACEH,Oil (vegetable),0.16934018375759793
ACEH,"Oil (vegetable, bulk)",0.14834401467482602
ACEH,"Oil (vegetable, packaged)",0.24892794193282947
ACEH,Onions (shallot),0.5903630216487837
ACEH,"Onions (shallot, medium)",0.5538865840452794
ACEH,Rice,0.06653145568965736
ACEH,Rice (high quality),0.06296204904294668
ACEH,Rice (low quality),0.06447104698292622
ACEH,Rice (medium quality),0.06275249363870301
ACEH,Sugar,0.1158010631297161
ACEH,Sugar (local),0.08986688790461556
ACEH,Sugar (premium),0.15521927120012738
AHUACHAPAN,Beans (red),23.066750632010685
AHUACHAPAN,Beans (silk red),25.752970127962058
AHUACHAPAN,Maize (white),4.280641064608931
AHUACHAPAN,Rice,9.177086899412794
ASHANTI,Cassava,19.099511880096856
ASHANTI,Cowpeas,0.5651479329593118
ASHANTI,Cowpeas (white),27.29766844134006
ASHANTI,Eggplants,29.733408893438344
ASHANTI,Eggs,30.05070261768421
ASHANTI,"Fish (mackerel, fresh)",24.278953861543567
ASHANTI,Gari,22.566422676963278
ASHANTI,Maize,20.41748376811316
ASHANTI,Maize (yellow),25.705665168937465
ASHANTI,Meat (chicken),23.637408423223807
ASHANTI,"Meat (chicken, local)",21.7253168170086
ASHANTI,Millet,25.843463338477303
ASHANTI,Onions,19.42241264036437
ASHANTI,Peppers (dried),14.535732066739426
ASHANTI,Peppers (fresh),32.09634029095878
ASHANTI,Plantains (apem),10.826041616552805
ASHANTI,Plantains (apentu),3.8500406952864257
ASHANTI,Rice (imported),27.145732596281814
ASHANTI,Rice (local),17.233856191719813
ASHANTI,Rice (paddy),15.611508080433953
ASHANTI,Sorghum,27.287154333988447
ASHANTI,Soybeans,13.912883845146283
ASHANTI,Tomatoes (local),28.360262518752574
ASHANTI,Tomatoes (navrongo),16.666767679270674
ASHANTI,Yam,54.56141774157105
ASHANTI,Yam (puna),69.71650665596506
Abia,Bread,0.47662446079001924
Abia,"Cassava meal (gari, yellow)",47.77213718619647
Abia,Cowpeas (brown),76.65440912065175
Abia,Cowpeas (white),69.20199628625512
Abia,Fuel (diesel),0.41420792571804393
Abia,Fuel (petrol-gasoline),0.07002671277898195
Abia,Gari (white),44.909935812805045
Abia,Groundnuts (shelled),73.97281327556308
Abia,Maize (white),27.386389297619306
Abia,Maize (yellow),29.7234634168984
Abia,Millet,48.39098147317808
Abia,Oil (palm),13.697670570978056
Abia,Rice (imported),34.48273497734045
Abia,Rice (local),50.63161471160728
Abia,Sorghum (brown),48.81502141927891
Abia,Sorghum (white),51.761618926754316
Abia,Yam,85.02722675178379
Abidjan,Cassava (fresh),0.07204831046568022
Abidjan,Cassava meal (attieke),0.12128874186877195
Abidjan,Cornstarch,0.038455011101128
Abidjan,Fish (appolo),0.3106891980384542
Abidjan,Fish (dry),0.38820097887563293
Abidjan,Fish (fresh),0.3888273306211569
Abidjan,Fish (smoked),0.333077836354241
Abidjan,Maize,0.07694071191577133
Abidjan,Meat (beef),0.2965766981319694
Abidjan,Oil (palm),0.07614600636746667
Abidjan,Peanut,0.11306603633022858
Abidjan,Plantains,0.17847199290715685
Abidjan,"Rice (denikassia, imported)",0.05210913853481539
Abidjan,Rice (imported),0.05380145233441125
Abidjan,Rice (local),0.06844463252526808
Abidjan,Yam,0.1891205714965083
Abidjan,Yam (florido),0.2798561138235941
Abim,Beans,0.14535202263860322
Abim,Cassava flour,0.15870148586626914
Abim,Maize (white),0.09860470772799684
Abim,Maize flour,0.10006163066816766
Abim,Millet,0.1708677802259037
Abim,Oil (vegetable),0.33286650588782746
Abim,Sorghum,0.11261293650992214
Abyan,Beans (kidney red),4.817164626533292
Abyan,Beans (white),3.470864501998934
Abyan,Eggs,0.3060532873841004
Abyan,Exchange rate (unofficial),2.3032670256825716
Abyan,Fuel (diesel),2.263053124649396
Abyan,Fuel (gas),10.174695398812489
Abyan,Fuel (petrol-gasoline),2.089381528353823
Abyan,Lentils,3.2419843037307445
Abyan,"Livestock (sheep, one-year-old male)",98.5476467062974
Abyan,"Livestock (sheep, two-year-old male)",82.95839179113484
Abyan,Milling cost (wheat),9.103360965345965
Abyan,Oil (sunflower),1.0301456207740733
Abyan,Oil (vegetable),4.396188514415208
Abyan,Onions,2.347150975832037
Abyan,"Peas (yellow, split)",1.793634135686097
Abyan,Potatoes,1.7339411364102784
Abyan,Rice (imported),3.2790334085285
Abyan,Salt,0.5870572378109314
Abyan,Sugar,2.282140009420735
Abyan,Tomatoes,2.4240043756385328
Abyan,Wage (non-qualified labour),16.288250955678787
Abyan,Wage (qualified labour),17.68919291405219
Abyan,Wheat,1.3276774659686312
Abyan,Wheat flour,1.4553860821165794
Adamaoua,Bananas,0.3691007016282925
Adamaoua,Beans (niebe),20.44578132664203
Adamaoua,Beans (red),0.3434040726682322
Adamaoua,Cassava (cossette),11.515964669637869
Adamaoua,Cassava (fresh),7.855120155368691
Adamaoua,Cassava meal (gari),0.31828289303699625
Adamaoua,Cocoyam (macabo),0.29656284692473905
Adamaoua,Eggs,0.20814852708056653
Adamaoua,Fish (dry),1.9981022508975903
Adamaoua,"Fish (mackerel, fresh)",0.43744923663296004
Adamaoua,"Fish (tilapia, salted, dried)",1.841502880526048
Adamaoua,Garlic,
Adamaoua,Groundnuts (shelled),22.978574158643987
Adamaoua,Leafy vegetables,0.2045228349544992
Adamaoua,Maize (white),10.949884726259246
Adamaoua,Maize (yellow),12.635510109862363
Adamaoua,Maize flour,0.16736039264201827
Adamaoua,Mangoes,0.18566302872117035
Adamaoua,Meat (beef),0.5103540247585819
Adamaoua,Meat (chicken),2.015152835985636
Adamaoua,"Milk (cow, pasteurized)",0.12909626700197863
Adamaoua,Milk (powder),0.6985130606279103
Adamaoua,Oil (cotton),0.2543801263037631
Adamaoua,Oil (palm),0.37835416680580214
Adamaoua,"Oil (palm, refined)",0.11704587494698496
Adamaoua,"Oil (vegetable, bulk)",0.22072078893177854
Adamaoua,Okra (dry),0.8617229925196982
Adamaoua,Okra (fresh),0.8419568069976958
Adamaoua,Onions,28.48268045341489
Adamaoua,Pasta (spaghetti),
Adamaoua,Plantains,0.5310764305317204
Adamaoua,Potatoes,0.2542382991343713
Adamaoua,Potatoes (Irish),0.1955158737199026
Adamaoua,Rice (local),0.0677461454983607
Adamaoua,"Rice (long grain, imported)",0.24647049248709788
Adamaoua,Salt,0.1231347670005003
Adamaoua,Sesame,12.098731613961302
Adamaoua,Sorghum (red),7.7757518393186045
Adamaoua,Sorghum (white),0.22457224922494595
Adamaoua,Soybeans,11.623014602399008
Adamaoua,Sugar,0.19193399982046264
Adamaoua,Taro,0.2874446048745041
Adamaoua,Tomatoes,0.37296240234153843
Adamaoua,Watermelons,0.2522530371893307
Adamaoua,Wheat flour,0.18570923936937447
Adamaoua,Yam,1.0244612158232476
Adamawa,Bananas,0.0533089844781061
Adamawa,Beans (red),0.7810011817211305
Adamawa,Beans (white),0.7610842761234256
Adamawa,Bread,0.3465321598569547
Adamawa,"Cassava meal (gari, yellow)",38.97482306984306
Adamawa,Cowpeas,0.42192997189790954
Adamawa,Cowpeas (brown),42.690383024739496
Adamawa,Cowpeas (white),40.23420507046906
Adamawa,Eggs,0.6538894620434165
Adamawa,Fish,0.26756846857485667
Adamawa,Fuel (diesel),0.4287790207691484
Adamawa,Fuel (petrol-gasoline),0.09364947278095836
Adamawa,Gari (white),31.33978925505371
Adamawa,Groundnuts,0.3454675470821485
Adamawa,Groundnuts (shelled),41.13398610860397
Adamawa,Maize (white),20.786913328424337
Adamawa,Maize (yellow),23.357636090434312
Adamawa,Maize flour,0.3183414901451365
Adamawa,Meat (beef),0.966956666456773
Adamawa,Meat (goat),1.105283748411314
Adamawa,Milk (powder),1.1648057093694681
Adamawa,Millet,23.71392453591043
Adamawa,Oil (palm),13.856854209534186
Adamawa,Oil (vegetable),0.36904007873149075
Adamawa,Onions,0.11311706774175484
Adamawa,Oranges,0.06287784338227415
Adamawa,Rice (imported),26.949690247645837
Adamawa,Rice (local),37.194658433311545
Adamawa,Salt,0.016151457061744968
Adamawa,Sorghum,0.24347127319165443
Adamawa,Sorghum (brown),25.24171776491103
Adamawa,Sorghum (white),25.574804269610507
Adamawa,Spinach,0.03260543099599793
Adamawa,Sugar,0.9417674372142527
Adamawa,Tomatoes,0.05230648506109582
Adamawa,Watermelons,0.5332588829376254
Adamawa,Yam,85.13908966026125
Addis Ababa,Barley (white),14.098453207963736
Addis Ababa,Beans (fava),9.193005632767914
Addis Ababa,Cabbage,0.0057735026918962675
Addis Ababa,Carrots,0.05656854249492379
Addis Ababa,Chickpeas,8.001845241738135
Addis Ababa,Exchange rate (unofficial),0.29119578451111505
Addis Ababa,Fuel (diesel),0.12252190074274949
Addis Ababa,Fuel (kerosene),0.09254872068528602
Addis Ababa,Fuel (petrol-gasoline),0.11729366938607037
Addis Ababa,Garlic,0.056862407030773346
Addis Ababa,Lentils,25.896041331961666
Addis Ababa,Lin seed,8.931720051419159
Addis Ababa,Maize (white),9.77516864112543
Addis Ababa,Niger seed,7.365083626014159
Addis Ababa,Oil (vegetable),0.1365039681962886
Addis Ababa,Onions,0.060827625302982136
Addis Ababa,Peas (mixed),6.256207826122497
Addis Ababa,Potatoes,0.03464101615137754
Addis Ababa,Rape seed,9.691257032954384
Addis Ababa,Rice,0.030000000000000027
Addis Ababa,Sorghum,11.42356806385638
Addis Ababa,Sorghum (mixed),17.774687861434547
Addis Ababa,Sorghum (red),10.38590143039127
Addis Ababa,Sorghum (white),17.367579217607584
Addis Ababa,Teff,22.211411218939336
Addis Ababa,Teff (Sergegna),5.057989002286653
Addis Ababa,Teff (red),4.949586562820894
Addis Ababa,Teff (white),7.693818364482033
Addis Ababa,Tomatoes,0.04949747468305825
Addis Ababa,Wage (casual labour),0.10066445913694284
Addis Ababa,Wheat,13.791806948284313
Addis Ababa,Wheat (white),28.51887141292002
Addis Ababa,Wheat flour,2.9873734282811055
Aden,Beans (kidney red),4.741043373674436
Aden,Beans (white),3.3119805087191527
Aden,Eggs,0.2798484627516216
Aden,Exchange rate (unofficial),2.4156376623553197
Aden,Fuel (diesel),2.14171837140591
Aden,Fuel (gas),14.422786303765275
Aden,Fuel (petrol-gasoline),1.8863850309118984
Aden,Lentils,4.065345834597394
Aden,"Livestock (sheep, one-year-old male)",201.08515198835107
Aden,"Livestock (sheep, two-year-old male)",343.2284173211488
Aden,Milling cost (wheat),9.423913624598587
Aden,Oil (sunflower),3.700379834224825
Aden,Oil (vegetable),4.229132393620121
Aden,Onions,1.9008383561999012
Aden,"Peas (yellow, split)",2.697420763568119
Aden,Potatoes,1.9176061675328835
Aden,Rice (imported),3.7254611944175595
Aden,Salt,0.5905879019355283
Aden,Sugar,2.0851499821585
Aden,Tomatoes,2.0928389613599196
Aden,Wage (non-qualified labour),29.163165954240565
Aden,Wage (qualified labour),47.26304406192362
Aden,Wheat,1.3983221629840037
Aden,Wheat flour,1.3634743248264907
Adjumani,Basin,0.2613809480432727
Adjumani,Batteries,0.5198102992946054
Adjumani,Beans,0.22568120784805626
Adjumani,Cassava (fresh),0.03238616427370856
Adjumani,Charcoal,0.048354703389654634
Adjumani,Exercise Book (48 pages),0.047528668811301245
Adjumani,Firewood,0.027155709154476886
Adjumani,Fish (dry),1.364473200683918
Adjumani,Hoe,0.2532329423217351
Adjumani,Jerrycan (20 L),0.3185805859489711
Adjumani,Jerrycan (5 L),0.20421205670225276
Adjumani,Laundry soap,0.2717702907035479
Adjumani,Leafy vegetables,0.12951947389349242
Adjumani,Maize (white),0.12787972513842807
Adjumani,Maize flour,0.16059334287010021
Adjumani,Milk (fresh),0.0369771798269823
Adjumani,Millet flour,0.18760902950041913
Adjumani,Mug (plastic),0.029286384339694577
Adjumani,Nails,0.14186260959111105
Adjumani,Oil (vegetable),0.27816362091402247
Adjumani,Panga,0.36961518450326775
Adjumani,Pen,0.016756169931378434
Adjumani,Pencil,0.013042618222960073
Adjumani,Plate (plastic),0.027344602259445502
Adjumani,Pole,0.5280151512977633
Adjumani,Rope,0.158000904156545
Adjumani,Salt,0.046160352738302476
Adjumani,Sanitary pads,0.13120942793296
Adjumani,Serving spoon,0.11004078497981717
Adjumani,Sorghum,0.10038339203685735
Adjumani,Torch,0.024196167991120936
Adjumani,Underwear,0.22296979684035753
Adjumani,Wooden mingle,0.153680765802939
Administrative unit not available,"Beans (kidney, pinto)",17.873370654988015
Administrative unit not available,Beans (red),20.66837315919226
Administrative unit not available,Maize (white),5.758289167108277
Administrative unit not available,Rice (low quality),10.801464310027121
Administrative unit not available,"Rice (ordinary, first quality)",12.120517549613885
Administrative unit not available,"Rice (ordinary, second quality)",11.487155116870541
Administrative unit not available,Sorghum (white),6.1422836709460675
Adrar,Apples,0.25501633934580215
Adrar,Bananas,0.08020806277010654
Adrar,Beans (niebe),0.4558526534738617
Adrar,Cabbage,0.09786044485218051
Adrar,Carrots,0.40053297825106327
Adrar,Cassava,0.43688289811649356
Adrar,Dates,0.8736894948054102
Adrar,Eggplants,0.2569565462615551
Adrar,Feed (flour),6.114997192206577
Adrar,Feed (rakhel),5.824615606556093
Adrar,Feed (wheat bran),0.9356001384392902
Adrar,Fish (dry),0.7912746397778435
Adrar,"Fish (sardinelle, yaboye)",
Adrar,Gombo,0.1089495295997188
Adrar,Groundnuts,0.16968317816560657
Adrar,Livestock (camel),130.37316218192467
Adrar,Livestock (cattle),
Adrar,"Livestock (goat, medium-sized male)",109.1945478534464
Adrar,"Livestock (sheep, medium-sized castrated male)",25.717849303917628
Adrar,Maize,0.2172839193021462
Adrar,Meat (beef),
Adrar,Meat (camel),0.5590025129852366
Adrar,"Meat (chicken, legs)",0.10256062265158754
Adrar,Meat (small ruminant),0.45317984255367044
Adrar,"Milk (camel, fresh)",0.11661903789690602
Adrar,Milk (powder),0.3261625499586088
Adrar,Millet,0.2021621225885893
Adrar,Millet flour,0.2724630454045302
Adrar,Oil (vegetable),0.4316697309593368
Adrar,Onions,0.2059732992404598
Adrar,Oranges,0.275378527364305
Adrar,Pasta (macaroni),0.13101566415335456
Adrar,Potatoes,0.19924858845171278
Adrar,Rice (imported),0.11076776362761287
Adrar,Rice (local),0.17341640760662788
Adrar,"Rice (whole, local)",0.21410844038109342
Adrar,Salt (iodised),0.031213550171131036
Adrar,Sorghum (r'haya),0.0
Adrar,Sorghum (red),0.5467174773134658
Adrar,Sorghum (taghalit),0.25751233799679163
Adrar,Straw,3.5711146052471516
Adrar,Sugar,0.17737771164845212
Adrar,Sweet potatoes,0.12662279942148388
Adrar,Tomatoes,0.2525602238411001
Adrar,Wheat,0.12478497202398973
Adrar,Wheat meal,0.17413790662548917
Afar,Barley,60.63433985787262
Afar,Butter (cow milk),1.7182694782833103
Afar,Butter (goat milk),
Afar,Garlic,1.5026274357026481
Afar,Lentils,55.0952138513658
Afar,Livestock (Goat),17.33984722922244
Afar,Livestock (Sheep),18.208608874053738
Afar,Livestock (camel),243.02575722346236
Afar,Livestock (cattle),128.4439370573438
Afar,Livestock (donkey),4.490128060534563
Afar,Maize (white),23.135580622696704
Afar,Milk,0.7421507783313157
Afar,Milk (camel),0.014142135623730807
Afar,Oil (palm),0.75652166218245
Afar,Oil (vegetable),0.16149303390549072
Afar,Onions,0.3839380314732306
Afar,Pasta,0.44630931606913415
Afar,Pasta (macaroni),0.15947831618540922
Afar,Potatoes,0.9117565157308124
Afar,Rice,0.38291562805886675
Afar,Rice (imported),0.08792041856133306
Afar,Sorghum,0.1552739514535519
Afar,Sorghum (white),60.95798425716659
Afar,Sugar,0.44194622475219275
Afar,Teff (Sergegna),14.924312379469939
Afar,Teff (mixed),28.841207845719634
Afar,Teff (red),35.57454216149521
Afar,Teff (white),42.90624253448312
Afar,Tomatoes,0.4153061016736862
Afar,Wage (casual labour),1.5835684905997858
Afar,Wage (non-qualified labour),
Afar,Wheat,25.884718196478616
Afar,Wheat (white),30.724849065995514
Afar,Wheat flour,22.65518840835764
Agadez,Beans (niebe),0.22764412737430448
Agadez,Maize,0.09674368898882364
Agadez,Millet,17.034663571241566
Agadez,Oil (vegetable),0.15189709435248336
Agadez,Rice (imported),33.12903523350728
Agadez,Salt,0.15726834816113933
Agadez,Sorghum,0.1029134792460459
Agadez,Sorghum (local),7.336368126152185
Agadez,Wheat,0.07325753658611972
Aileu,Beans (kidney),0.589979088337311
Aileu,Chili,0.6863670569324444
Aileu,Eggs,0.034193127386571535
Aileu,Maize,0.23027181378776745
Aileu,Meat (chicken),0.24479787580777732
Aileu,"Oil (vegetable, imported)",0.3960113634733225
Aileu,Onions,0.648778665350331
Aileu,Potatoes,0.31963350278470226
Aileu,"Rice (white, imported)",0.08082637704243863
Aileu,"Rice (white, local)",0.23232879000818354
Aileu,Salt,0.18192390007560633
Aileu,Sugar,0.20363605066154736
Aileu,Sweet potatoes,0.2810746185205462
Aileu,Taro,0.08437486383431284
Aileu,Tomatoes (local),0.26790630670775406
Aileu,Wheat flour (imported),0.1620545843587534
Ainaro,Beans (kidney),0.846964924500025
Ainaro,Chili,3.2230081628266256
Ainaro,Eggs,0.3177572925515589
Ainaro,Maize,0.36233107722607716
Ainaro,Meat (chicken),0.5185354417289182
Ainaro,"Oil (vegetable, imported)",0.40789812742024345
Ainaro,Onions,0.2386204870544548
Ainaro,Potatoes,0.25150868304505675
Ainaro,"Rice (white, imported)",0.060631596351988594
Ainaro,"Rice (white, local)",0.3571887589549951
Ainaro,Salt,0.07630272120414773
Ainaro,Sugar,0.4867605052525155
Ainaro,Sweet potatoes,0.27808529010256655
Ainaro,Taro,0.13749725271980712
Ainaro,Tomatoes (local),0.9731584468304033
Ainaro,Wheat flour (imported),0.13482715814367452
Ajloun,Apples (red),0.24124878925779117
Ajloun,Bananas,0.18538839717969907
Ajloun,"Beans (fava, dry)",0.3065301713057723
Ajloun,Bread (pita),0.07951676971976832
Ajloun,Bulgur,0.10570878783756309
Ajloun,Cheese (picon),0.1398760051032803
Ajloun,"Cheese (white, boiled)",0.5091023997745652
Ajloun,Chickpeas,0.4328615309059835
Ajloun,Cucumbers,0.15671089577001873
Ajloun,Eggs,0.4896815251076417
Ajloun,"Fish (tuna, canned)",0.1783153277417856
Ajloun,Fuel (diesel),0.11698669106306873
Ajloun,Fuel (gas),0.0
Ajloun,Fuel (kerosene),0.14364470827892967
Ajloun,Fuel (petrol-gasoline),0.1790995001778974
Ajloun,Garlic,1.7314458499929475
Ajloun,Lentils,0.22303177166307747
Ajloun,Meat (beef),0.4960989062157786
Ajloun,Meat (chicken),0.2922118074010959
Ajloun,"Meat (chicken, whole)",0.2731098744312488
Ajloun,Meat (lamb),0.8376514314647359
Ajloun,Milk (pasteurized),0.029075631620392135
Ajloun,Milk (powder),0.522504542987384
Ajloun,Oil (olive),0.7079862996744928
Ajloun,Oil (vegetable),0.48650326392750454
Ajloun,Onions,0.1478753483311799
Ajloun,Oranges (big size),0.45808462999668814
Ajloun,Pasta,0.024065230901569742
Ajloun,Potatoes,0.16345712468991247
Ajloun,Rice (imported),0.17983291294834977
Ajloun,Salt (iodised),0.0440723090052317
Ajloun,Spinach,0.18739664875913725
Ajloun,Sugar,0.10829984174223443
Ajloun,Tomatoes,0.15078131699086164
Ajloun,Wheat flour,0.1328379935849776
Akkar,Apples,2.9179533260323454
Akkar,Beans (white),7.995342962682033
Akkar,Bread (pita),3.367640500396816
Akkar,Bulgur (brown),6.34710184941068
Akkar,Cabbage,1.7254087287901618
Akkar,Carrots,2.5410162643938308
Akkar,Cheese (picon),5.224848224775348
Akkar,Chickpeas,9.765054630919769
Akkar,Cucumbers (greenhouse),3.583083595986288
Akkar,Eggs,22.251194132813062
Akkar,"Fish (sardine, canned)",4.797515727392956
Akkar,"Fish (tuna, canned)",8.628249014296173
Akkar,Fuel (diesel),161.24439964683805
Akkar,Fuel (gas),89.60683672770027
Akkar,"Fuel (petrol-gasoline, 95 octane)",143.05486792808085
Akkar,Lentils,10.684672681136764
Akkar,Lentils (green),11.018558117336996
Akkar,Lentils (red),9.318432030583642
Akkar,Lettuce,2.541835710758625
Akkar,"Meat (beef, canned)",4.948082237971265
Akkar,"Meat (chicken, whole, frozen)",26.22197657968625
Akkar,Milk (powder),50.90104634924981
Akkar,Oil (sunflower),66.21618116387087
Akkar,Pasta (spaghetti),4.304747362489711
Akkar,Potatoes,2.10852080852905
Akkar,"Rice (imported, Egyptian)",6.436329264237327
Akkar,Salt,0.9139603053567369
Akkar,Spinach,0.20299489256364656
Akkar,Sugar (white),35.83121662001232
Akkar,Tea,11.189259492287226
Akkar,Tomatoes (paste),11.436033867105289
Akkar,Wheat flour,8.016537470496413
Akmolinskaya,Meat (beef),1.6934780649441101
Akmolinskaya,Milk,0.10654912868440773
Akmolinskaya,Oil (sunflower),0.5496659596074353
Akmolinskaya,Potatoes,0.19840492169257518
Akmolinskaya,Wheat flour (first grade),0.13960561229451704
Al  Aqaba,Apples (red),0.2421829680039873
Al  Aqaba,Bananas,0.17582458791160496
Al  Aqaba,"Beans (fava, dry)",0.06385718741547722
Al  Aqaba,Bread (pita),0.06952724977689295
Al  Aqaba,Bulgur,0.08540908346576241
Al  Aqaba,Cheese (picon),0.08004165582161987
Al  Aqaba,"Cheese (white, boiled)",1.428751437343391
Al  Aqaba,Chickpeas,0.4070696927640588
Al  Aqaba,Cucumbers,0.1636424694535554
Al  Aqaba,Eggs,0.41822012688793636
Al  Aqaba,"Fish (tuna, canned)",0.08647833494846507
Al  Aqaba,Fuel (diesel),0.11112017057083873
Al  Aqaba,Fuel (gas),0.0
Al  Aqaba,Fuel (kerosene),0.13526315348111323
Al  Aqaba,Fuel (petrol-gasoline),0.1816759668796341
Al  Aqaba,Garlic,1.054775366453169
Al  Aqaba,Lentils,0.15443310191638127
Al  Aqaba,Meat (beef),0.4487234473931997
Al  Aqaba,Meat (chicken),0.30249073014217503
Al  Aqaba,"Meat (chicken, whole)",0.2658752672553336
Al  Aqaba,Meat (lamb),1.067880920039972
Al  Aqaba,Milk (pasteurized),0.05838614699857686
Al  Aqaba,Milk (powder),0.35130451660628853
Al  Aqaba,Oil (olive),0.8325997592810893
Al  Aqaba,Oil (vegetable),0.5260806808851746
Al  Aqaba,Onions,0.1499131604270426
Al  Aqaba,Oranges (big size),0.37175943027147496
Al  Aqaba,Pasta,0.02584346368783829
Al  Aqaba,Potatoes,0.1843023207331351
Al  Aqaba,Rice (imported),0.11956377166807482
Al  Aqaba,Salt (iodised),0.06398944540162088
Al  Aqaba,Spinach,0.1585373842858263
Al  Aqaba,Sugar,0.09914442851838627
Al  Aqaba,Tomatoes,0.15876046777571676
Al  Aqaba,Wheat flour,0.11287223239163126
Al Balqa,Apples (red),0.34298337275291096
Al Balqa,Bananas,0.12367662644327237
Al Balqa,"Beans (fava, dry)",0.1337017508938843
Al Balqa,Bread (pita),0.08130133307582828
Al Balqa,Bulgur,0.0772695591946593
Al Balqa,Cheese (picon),0.14367512608981903
Al Balqa,"Cheese (white, boiled)",0.3267534004093749
Al Balqa,Chickpeas,0.22212876713561733
Al Balqa,Cucumbers,0.17450438059302079
Al Balqa,Eggs,0.4520436456327372
Al Balqa,"Fish (tuna, canned)",0.24914438875393993
Al Balqa,Fuel (diesel),0.11745358804798324
Al Balqa,Fuel (gas),0.0
Al Balqa,Fuel (kerosene),0.13942189949702807
Al Balqa,Fuel (petrol-gasoline),0.15653069466547767
Al Balqa,Garlic,1.3677881557077611
Al Balqa,Lentils,0.1799576669796593
Al Balqa,Meat (beef),0.833905456224495
Al Balqa,Meat (chicken),0.1106443646942604
Al Balqa,"Meat (chicken, whole)",0.38646226346317564
Al Balqa,Meat (lamb),1.5782637581800487
Al Balqa,Milk (pasteurized),0.09544369002046098
Al Balqa,Milk (powder),0.44257630384174695
Al Balqa,Oil (olive),0.6455573500762292
Al Balqa,Oil (vegetable),0.5523462368973927
Al Balqa,Onions,0.1721074760685909
Al Balqa,Oranges (big size),0.41769458790935843
Al Balqa,Pasta,0.010864949979044459
Al Balqa,Potatoes,0.19059111141764307
Al Balqa,Rice (imported),0.1559097434455776
Al Balqa,Salt (iodised),0.01990989125638987
Al Balqa,Spinach,0.21509635172324398
Al Balqa,Sugar,0.06910904865544472
Al Balqa,Tomatoes,0.13354351963165703
Al Balqa,Wheat flour,0.07369947010381883
Al Bayda,Beans (kidney red),1.395501831714613
Al Bayda,Beans (white),0.7429163319663384
Al Bayda,Eggs,0.054756857945498366
Al Bayda,Exchange rate (unofficial),0.39414313329526557
Al Bayda,Fuel (diesel),0.737916145707111
Al Bayda,Fuel (gas),9.336489697915148
Al Bayda,Fuel (petrol-gasoline),0.6437408880926634
Al Bayda,Lentils,1.0409131618566059
Al Bayda,"Livestock (sheep, one-year-old male)",58.693941462601735
Al Bayda,"Livestock (sheep, two-year-old male)",116.80601926700878
Al Bayda,Milling cost (wheat),1.6649984774364137
Al Bayda,Oil (sunflower),1.3784083116711858
Al Bayda,Oil (vegetable),1.125159513057843
Al Bayda,Onions,0.45100843011925
Al Bayda,"Peas (yellow, split)",0.21895880282576416
Al Bayda,Potatoes,0.4295116638233115
Al Bayda,Rice (imported),0.8534015868725706
Al Bayda,Salt,0.13939693988504584
Al Bayda,Sugar,0.4632148295233716
Al Bayda,Tomatoes,0.49619649828699985
Al Bayda,Wage (non-qualified labour),11.253062469894893
Al Bayda,Wage (qualified labour),9.948926419539367
Al Bayda,Wheat,0.24440099925798175
Al Bayda,Wheat flour,0.3817139157975688
Al Dhale'e,Beans (kidney red),4.480639833764762
Al Dhale'e,Beans (white),2.855815675581834
Al Dhale'e,Eggs,0.3475488630893599
Al Dhale'e,Exchange rate (unofficial),2.319029119484255
Al Dhale'e,Fuel (diesel),2.0234578822506375
Al Dhale'e,Fuel (gas),8.132169132676614
Al Dhale'e,Fuel (petrol-gasoline),1.828040595168066
Al Dhale'e,Lentils,3.454538376440245
Al Dhale'e,"Livestock (sheep, one-year-old male)",107.5652176950234
Al Dhale'e,"Livestock (sheep, two-year-old male)",279.4097090382711
Al Dhale'e,Milling cost (wheat),5.37316220455913
Al Dhale'e,Oil (sunflower),0.47995659525975154
Al Dhale'e,Oil (vegetable),3.4281220569135606
Al Dhale'e,Onions,1.8433067188455217
Al Dhale'e,"Peas (yellow, split)",0.32682583772573476
Al Dhale'e,Potatoes,2.0269310089562724
Al Dhale'e,Rice (imported),3.0312255722636934
Al Dhale'e,Salt,0.42515676121277696
Al Dhale'e,Sugar,2.0230678341416195
Al Dhale'e,Tomatoes,2.21484021683917
Al Dhale'e,Wage (non-qualified labour),29.02462119754863
Al Dhale'e,Wage (qualified labour),42.25382618928006
Al Dhale'e,Wheat,0.9737179183454737
Al Dhale'e,Wheat flour,1.4119063119462938
Al Gezira,"Beans (fava, egyptian)",5.429039305234194
Al Gezira,Meat (beef),10.575219672002616
Al Gezira,Meat (goat),13.566347907803175
Al Gezira,Milk (powder),9.848724677732532
Al Gezira,Millet,5.256517858811097
Al Gezira,Oil (vegetable),3.132087598914298
Al Gezira,Onions,1.5603617814112498
Al Gezira,Salt (iodised),0.7560474140605814
